model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 CC,2015,9998,Manual,61090,Diesel,30,62.8,2.0
 CC,2014,9995,Semi-Auto,36221,Diesel,145,53.3,2.0
 CC,2015,17495,Semi-Auto,21700,Diesel,125,56.5,2.0
 CC,2013,9998,Manual,23255,Diesel,30,60.1,2.0
 CC,2014,10495,Manual,34566,Diesel,125,58.9,2.0
 CC,2014,9580,Semi-Auto,57954,Diesel,145,53.3,2.0
 CC,2014,8798,Manual,64650,Diesel,30,60.1,2.0
 CC,2014,10298,Semi-Auto,46961,Diesel,145,53.3,2.0
 CC,2016,12950,Semi-Auto,24500,Diesel,125,58.9,2.0
 CC,2015,9995,Manual,60687,Diesel,30,60.1,2.0
 CC,2016,10850,Manual,36700,Diesel,30,62.8,2.0
 CC,2015,11450,Semi-Auto,36040,Petrol,125,50.4,1.4
 CC,2016,12440,Manual,25501,Diesel,30,62.8,2.0
 CC,2015,10950,Manual,24571,Diesel,30,60.1,2.0
 CC,2016,12990,Semi-Auto,52276,Diesel,125,58.9,2.0
 CC,2015,10110,Semi-Auto,60717,Diesel,125,58.9,2.0
 CC,2014,7627,Manual,72719,Diesel,30,60.1,2.0
 CC,2015,10471,Semi-Auto,51268,Diesel,125,58.9,2.0
 CC,2016,10965,Manual,33017,Diesel,30,60.1,2.0
 CC,2016,15000,Semi-Auto,4289,Petrol,200,39.2,1.8
 CC,2016,11965,Semi-Auto,55000,Diesel,125,56.5,2.0
 CC,2013,9995,Manual,52000,Diesel,30,60.1,2.0
 CC,2014,10500,Manual,50400,Diesel,30,60.1,2.0
 CC,2015,8337,Manual,83009,Diesel,30,60.1,2.0
 CC,2016,15450,Semi-Auto,22080,Diesel,125,58.9,2.0
 CC,2017,12791,Manual,37353,Diesel,30,62.8,2.0
 CC,2013,9498,Manual,43067,Diesel,125,58.9,2.0
 CC,2015,11292,Manual,36602,Diesel,30,62.8,2.0
 CC,2016,10999,Semi-Auto,39416,Diesel,125,56.5,2.0
 CC,2016,13495,Semi-Auto,33810,Diesel,125,56.5,2.0
 CC,2013,7820,Manual,62541,Diesel,30,60.1,2.0
 CC,2016,14795,Semi-Auto,11452,Petrol,205,39.2,1.8
 CC,2016,14302,Semi-Auto,13841,Petrol,200,39.2,1.8
 CC,2015,8998,Manual,84932,Diesel,30,60.1,2.0
 CC,2015,13892,Semi-Auto,30484,Diesel,125,56.5,2.0
 CC,2015,7957,Manual,82710,Diesel,30,60.1,2.0
 CC,2016,11250,Semi-Auto,29000,Diesel,150,53.3,2.0
 CC,2015,9950,Semi-Auto,72098,Diesel,125,58.9,2.0
 CC,2013,8999,Semi-Auto,55518,Diesel,145,53.3,2.0
 CC,2017,15490,Semi-Auto,17955,Diesel,125,58.9,2.0
 CC,2014,7991,Manual,81267,Diesel,30,60.1,2.0
 CC,2014,8790,Semi-Auto,60987,Diesel,145,53.3,2.0
 CC,2016,12890,Semi-Auto,43308,Diesel,145,54.3,2.0
 CC,2015,9995,Semi-Auto,54231,Diesel,150,53.3,2.0
 CC,2013,7970,Manual,79303,Diesel,30,60.1,2.0
 CC,2016,12999,Manual,14652,Petrol,145,49.6,1.4
 CC,2016,13995,Manual,25500,Diesel,30,62.8,2.0
 CC,2013,8250,Manual,72000,Diesel,125,58.9,2.0
 CC,2014,9295,Manual,76705,Diesel,30,60.1,2.0
 CC,2015,9225,Manual,68539,Diesel,30,62.8,2.0
 CC,2015,10775,Semi-Auto,56508,Diesel,145,54.3,2.0
 CC,2016,13300,Manual,18141,Diesel,30,62.8,2.0
 CC,2013,7990,Manual,74000,Diesel,30,60.1,2.0
 CC,2013,10500,Manual,30000,Diesel,30,60.1,2.0
 CC,2015,11715,Automatic,34291,Diesel,145,53.3,2.0
 CC,2017,13499,Manual,20405,Diesel,30,62.8,2.0
 CC,2013,9680,Automatic,41858,Diesel,145,54.3,2.0
 CC,2014,9999,Automatic,61063,Diesel,145,53.3,2.0
 CC,2016,11440,Automatic,74360,Diesel,125,56.5,2.0
 CC,2012,6895,Manual,84303,Diesel,30,60.1,2.0
 CC,2015,8688,Manual,90204,Diesel,30,62.8,2.0
 CC,2016,9588,Automatic,89603,Diesel,125,58.9,2.0
 CC,2016,8888,Automatic,108808,Diesel,125,58.9,2.0
 CC,2013,8380,Manual,66559,Diesel,30,60.1,2.0
 CC,2013,7345,Manual,69811,Diesel,30,60.1,2.0
 CC,2016,11549,Automatic,48488,Diesel,125,58.9,2.0
 CC,2016,10712,Automatic,54355,Diesel,125,58.9,2.0
 CC,2016,12290,Automatic,41044,Diesel,125,58.9,2.0
 CC,2015,9000,Manual,68345,Diesel,30,62.8,2.0
 CC,2016,12700,Automatic,35034,Diesel,125,58.9,2.0
 CC,2017,14000,Automatic,27000,Diesel,125,58.9,2.0
 CC,2016,10000,Manual,74194,Diesel,125,55.4,2.0
 CC,2012,6799,Manual,91808,Diesel,30,60.1,2.0
 CC,2012,7995,Manual,58000,Diesel,30,60.1,2.0
 CC,2013,8847,Automatic,70757,Diesel,145,53.3,2.0
 CC,2015,9301,Manual,61119,Diesel,30,60.1,2.0
 CC,2015,10000,Automatic,70920,Diesel,145,54.3,2.0
 CC,2016,11499,Manual,18229,Petrol,160,44.8,1.4
 CC,2016,11495,Automatic,53555,Diesel,125,58.9,2.0
 CC,2016,11389,Automatic,44807,Diesel,125,58.9,2.0
 CC,2014,12400,Manual,11980,Diesel,125,58.9,2.0
 CC,2014,9450,Manual,56241,Diesel,30,60.1,2.0
 CC,2013,8399,Manual,33305,Diesel,125,60.1,2.0
 CC,2016,10329,Automatic,75387,Diesel,125,58.9,2.0
 CC,2014,11000,Automatic,45755,Diesel,150,53.3,2.0
 CC,2016,13000,Manual,19000,Diesel,30,62.8,2.0
 CC,2011,7440,Automatic,74000,Diesel,150,53.3,2.0
 CC,2016,12500,Automatic,32925,Diesel,125,58.9,2.0
 CC,2013,10000,Automatic,41394,Diesel,145,53.3,2.0
 CC,2012,6695,Manual,98000,Diesel,30,60.1,2.0
 CC,2015,10500,Automatic,47637,Diesel,125,58.9,2.0
 CC,2013,8791,Manual,46000,Petrol,200,39.8,1.8
 California,2019,55999,Automatic,8783,Diesel,260,32.1,2.0
 California,2019,56995,Semi-Auto,8991,Diesel,260,33.2,2.0
 California,2019,52995,Manual,12895,Diesel,260,44.1,2.0
 California,2019,54995,Semi-Auto,3500,Diesel,260,32.1,2.0
 California,2020,61995,Semi-Auto,1000,Diesel,260,32.1,2.0
 California,2018,54999,Automatic,7865,Diesel,260,44.1,2.0
 California,2019,69994,Semi-Auto,3544,Diesel,260,29.1,2.0
 California,2019,54999,Automatic,10501,Diesel,265,32.1,2.0
 California,2019,52991,Automatic,7750,Diesel,260,32.1,2.0
 California,2019,57991,Automatic,4653,Diesel,260,33.2,2.0
 California,2019,57991,Automatic,10288,Diesel,260,33.2,2.0
 California,2019,57991,Automatic,6739,Diesel,260,33.2,2.0
 California,2019,57991,Automatic,7259,Diesel,260,33.2,2.0
 California,2019,57991,Automatic,7486,Diesel,260,33.2,2.0
 California,2019,57991,Automatic,10080,Diesel,260,29.1,2.0
 Caddy Life,2017,15998,Semi-Auto,20123,Diesel,145,55.4,2.0
 Caddy Life,2017,19995,Manual,15860,Petrol,145,56.5,2.0
 Caddy Life,2020,22000,Manual,1700,Diesel,150,51.4,2.0
 Caddy Life,2020,16995,Manual,1724,Diesel,145,47.9,2.0
 Caddy Life,2017,14990,Manual,15986,Diesel,145,60.1,2.0
 Caddy Life,2019,17995,Manual,2156,Diesel,150,51.4,2.0
 Caddy Life,2013,11495,Semi-Auto,27000,Diesel,165,49.6,1.6
 Caddy Life,2019,19995,Automatic,3000,Diesel,145,47.9,2.0
 Caddy,2015,12490,Manual,54641,Diesel,265,60.1,2.0
 Caddy,2015,13590,Manual,45500,Diesel,160,49.6,2.0
 Caddy,2016,11999,Automatic,59523,Diesel,145,55.4,2.0
 Caddy,2012,9995,Manual,26142,Diesel,200,48.7,1.6
 Caddy,2017,15995,Automatic,25797,Diesel,145,55.4,2.0
 Caddy,2016,12995,Manual,20688,Diesel,125,60.1,2.0
 Caddy Maxi,2015,9995,Semi-Auto,66000,Diesel,200,48.7,1.6
 Caddy Maxi,2012,9995,Semi-Auto,53000,Diesel,200,48.7,1.6
 Caddy Maxi,2015,9949,Automatic,93113,Diesel,160,52.3,1.6
 Caddy Maxi,2017,15950,Semi-Auto,25510,Diesel,145,56.5,2.0
 Eos,2011,7195,Manual,43000,Petrol,185,41.5,1.4
 Eos,2008,4995,Manual,65000,Diesel,195,48.0,2.0
 Eos,2008,3695,Automatic,127000,Petrol,280,34.5,2.0
 Eos,2015,12495,Manual,41850,Diesel,125,58.9,2.0
 Eos,2014,8950,Manual,58000,Diesel,125,58.9,2.0
 Eos,2006,2995,Manual,92640,Diesel,200,48.0,2.0
 Eos,2012,5990,Manual,74000,Diesel,125,58.9,2.0
 Fox,2008,1799,Manual,88102,Petrol,145,46.3,1.2
 Fox,2009,1590,Manual,70000,Petrol,200,42.0,1.4
 Fox,2006,1250,Manual,82704,Petrol,150,46.3,1.2
 Fox,2007,2295,Manual,74000,Petrol,145,46.3,1.2
 Amarok,2019,36995,Automatic,1956,Diesel,260,33.6,3.0
 Amarok,2015,17995,Automatic,38138,Diesel,260,35.3,2.0
 Amarok,2015,18595,Automatic,22743,Diesel,260,35.3,2.0
 Amarok,2018,23500,Automatic,35000,Diesel,260,36.2,3.0
 Amarok,2017,23900,Automatic,23800,Diesel,265,36.2,3.0
 Amarok,2015,16498,Automatic,49555,Diesel,260,35.3,2.0
 Amarok,2016,16998,Automatic,29218,Diesel,260,35.3,2.0
 Amarok,2018,22788,Manual,5655,Diesel,260,32.5,3.0
 Amarok,2016,15990,Manual,48638,Diesel,260,35.3,2.0
 Amarok,2019,33995,Automatic,3500,Diesel,260,28.3,3.0
 Amarok,2019,31495,Automatic,10000,Diesel,260,33.6,3.0
 Amarok,2015,17995,Automatic,32800,Diesel,260,35.3,2.0
 Amarok,2019,28995,Manual,800,Diesel,260,32.5,3.0
 Amarok,2013,14888,Manual,46725,Diesel,260,35.3,2.0
 Amarok,2019,32888,Automatic,12023,Diesel,260,28.3,3.0
 Amarok,2019,31995,Automatic,2569,Diesel,260,33.6,3.0
 Amarok,2015,15490,Manual,45325,Diesel,260,35.3,2.0
 Amarok,2017,23990,Automatic,51214,Diesel,260,36.2,3.0
 Amarok,2018,26990,Automatic,29771,Diesel,260,36.2,3.0
 Amarok,2019,34490,Automatic,8380,Diesel,260,33.6,3.0
 Amarok,2019,36990,Automatic,200,Diesel,260,28.3,3.0
 Amarok,2019,34490,Automatic,8500,Diesel,260,33.6,3.0
 Amarok,2019,27990,Automatic,16898,Diesel,260,33.6,3.0
 Amarok,2019,36990,Automatic,12500,Diesel,260,36.2,3.0
 Amarok,2017,23990,Automatic,28347,Diesel,260,36.2,3.0
 Amarok,2019,27990,Automatic,19841,Diesel,265,33.6,3.0
 Amarok,2019,32990,Automatic,6317,Diesel,260,33.6,3.0
 Amarok,2018,22990,Automatic,20811,Diesel,260,36.2,3.0
 Amarok,2018,22990,Automatic,18906,Diesel,265,36.2,3.0
 Amarok,2015,14995,Manual,73000,Diesel,260,35.3,2.0
 Amarok,2019,32290,Automatic,5000,Diesel,260,33.6,3.0
 Amarok,2019,38990,Automatic,8500,Diesel,260,27.7,3.0
 Amarok,2019,35990,Automatic,8000,Diesel,260,33.6,3.0
 Amarok,2018,26990,Automatic,24000,Diesel,260,36.2,3.0
 Amarok,2015,17990,Automatic,39267,Diesel,260,35.3,2.0
 Amarok,2019,36995,Automatic,6000,Diesel,260,28.3,3.0
 Amarok,2019,35995,Automatic,10000,Diesel,260,33.6,3.0
 Amarok,2019,43995,Automatic,9893,Diesel,260,27.7,3.0
 Amarok,2020,44980,Automatic,10000,Diesel,265,27.7,3.0
 Amarok,2018,27295,Automatic,6200,Diesel,260,36.2,3.0
 Amarok,2020,30995,Automatic,4500,Diesel,260,36.2,3.0
 Amarok,2020,33495,Automatic,3602,Diesel,260,33.6,3.0
 Amarok,2019,37495,Automatic,7500,Diesel,265,28.3,3.0
 Amarok,2019,32990,Automatic,12589,Diesel,260,33.6,3.0
 Amarok,2019,29990,Automatic,9222,Diesel,260,33.6,3.0
 Amarok,2019,39990,Automatic,5648,Diesel,260,33.6,3.0
 Amarok,2019,34900,Automatic,6898,Diesel,260,33.6,3.0
 Amarok,2019,36990,Automatic,1120,Diesel,260,33.6,3.0
 Amarok,2019,35995,Automatic,5466,Diesel,265,33.6,3.0
 Amarok,2017,25995,Automatic,25624,Diesel,260,36.2,3.0
 Amarok,2016,16995,Automatic,58349,Diesel,260,35.3,2.0
 Amarok,2020,34995,Automatic,5000,Diesel,265,33.6,3.0
 Amarok,2019,35000,Automatic,7504,Diesel,260,28.3,3.0
 Amarok,2017,22795,Automatic,39408,Diesel,260,36.2,3.0
 Amarok,2018,29994,Automatic,11625,Diesel,265,33.6,3.0
 Amarok,2018,30995,Automatic,23371,Diesel,265,36.2,3.0
 Amarok,2019,35899,Automatic,1854,Diesel,260,33.6,3.0
 Amarok,2014,14990,Manual,60000,Diesel,260,35.3,2.0
 Amarok,2019,30700,Automatic,6822,Diesel,260,33.6,3.0
 Amarok,2019,31350,Automatic,3997,Diesel,260,33.6,3.0
 Amarok,2016,18850,Automatic,32990,Diesel,260,35.3,2.0
 Amarok,2018,26880,Automatic,18397,Diesel,260,36.2,3.0
 Amarok,2020,37000,Automatic,10,Diesel,260,28.3,3.0
 Amarok,2018,32000,Automatic,5673,Diesel,260,33.6,3.0
 Amarok,2016,15991,Automatic,46000,Diesel,265,35.3,2.0
 Amarok,2019,28991,Automatic,18000,Diesel,265,28.3,3.0
 Amarok,2019,26991,Automatic,21746,Diesel,265,33.6,3.0
 Amarok,2019,27000,Automatic,25221,Diesel,260,33.6,3.0
 Amarok,2019,30000,Automatic,8500,Diesel,260,28.3,3.0
 Amarok,2017,26000,Automatic,22000,Diesel,260,36.2,3.0
 Amarok,2018,26000,Automatic,31000,Diesel,260,36.2,3.0
 Amarok,2019,30000,Automatic,6900,Diesel,260,33.6,3.0
 Amarok,2019,37995,Automatic,7583,Diesel,260,28.3,3.0
 Amarok,2019,28995,Automatic,10,Diesel,260,28.3,3.0
 Amarok,2017,23495,Automatic,37683,Diesel,260,36.2,3.0
 Amarok,2016,16500,Automatic,41978,Diesel,260,35.3,2.0
 Amarok,2015,12995,Automatic,97834,Diesel,260,35.3,2.0
 Amarok,2015,15995,Manual,38000,Diesel,260,35.3,2.0
 Amarok,2018,27895,Automatic,20000,Diesel,265,36.2,3.0
 Tiguan Allspace,2019,26998,Semi-Auto,4814,Diesel,150,39.2,2.0
 Tiguan Allspace,2019,30785,Semi-Auto,10,Petrol,145,35.8,1.5
 Tiguan Allspace,2020,35490,Semi-Auto,2500,Petrol,145,30.7,2.0
 Tiguan Allspace,2019,33790,Semi-Auto,5000,Diesel,145,38.7,2.0
 Tiguan Allspace,2019,33290,Semi-Auto,3500,Diesel,145,38.7,2.0
 Tiguan Allspace,2019,24998,Manual,94,Petrol,150,36.2,1.5
 Tiguan Allspace,2018,22999,Semi-Auto,33784,Diesel,145,47.9,2.0
 Tiguan Allspace,2018,24495,Semi-Auto,15979,Diesel,150,47.9,2.0
 Tiguan Allspace,2019,26498,Manual,39,Petrol,145,36.2,1.5
 Tiguan Allspace,2018,25498,Semi-Auto,7198,Diesel,150,47.9,2.0
 Tiguan Allspace,2019,24989,Semi-Auto,8268,Petrol,145,35.8,1.5
 Tiguan Allspace,2019,27989,Automatic,4635,Diesel,145,38.7,2.0
 Tiguan Allspace,2019,24998,Manual,53,Petrol,150,36.2,1.5
 Tiguan Allspace,2019,29491,Automatic,4000,Diesel,145,38.7,2.0
 Tiguan Allspace,2019,28995,Semi-Auto,19,Diesel,145,44.1,2.0
 Tiguan Allspace,2019,28991,Semi-Auto,9023,Diesel,150,47.9,2.0
 Tiguan Allspace,2019,27750,Automatic,10009,Diesel,145,44.1,2.0
 Tiguan Allspace,2019,28965,Automatic,6750,Diesel,145,39.2,2.0
 Tiguan Allspace,2020,36999,Semi-Auto,6000,Diesel,145,38.7,2.0
 Tiguan Allspace,2019,23999,Semi-Auto,16654,Diesel,145,39.2,2.0
 Tiguan Allspace,2019,26199,Semi-Auto,8181,Diesel,145,39.2,2.0
 Tiguan Allspace,2019,25495,Manual,3033,Diesel,145,46.3,2.0
 Tiguan Allspace,2018,21750,Semi-Auto,29979,Diesel,145,55.4,2.0
 Tiguan Allspace,2019,29990,Semi-Auto,2001,Diesel,145,39.2,2.0
 Tiguan Allspace,2019,30990,Automatic,5295,Diesel,145,38.7,2.0
 Tiguan Allspace,2019,32201,Semi-Auto,1473,Petrol,150,35.8,1.5
 Tiguan Allspace,2018,26350,Semi-Auto,5434,Diesel,145,43.5,2.0
 Tiguan Allspace,2019,27766,Automatic,4181,Petrol,145,35.8,1.5
 Tiguan Allspace,2019,30737,Automatic,5077,Diesel,145,39.2,2.0
 Tiguan Allspace,2019,32727,Automatic,4235,Diesel,145,38.7,2.0
 Tiguan Allspace,2019,28242,Semi-Auto,1633,Petrol,150,35.8,1.5
 Tiguan Allspace,2019,32950,Semi-Auto,2678,Diesel,145,44.1,2.0
 Tiguan Allspace,2020,32472,Semi-Auto,6000,Diesel,145,38.7,2.0
 Tiguan Allspace,2019,31113,Automatic,4647,Petrol,145,30.7,2.0
 Tiguan Allspace,2019,30895,Semi-Auto,5900,Diesel,145,38.7,2.0
 Tiguan Allspace,2018,21995,Manual,35000,Diesel,145,49.6,2.0
 Tiguan Allspace,2019,23495,Manual,9000,Petrol,145,46.3,2.0
 Tiguan Allspace,2019,24500,Manual,4487,Diesel,145,46.3,2.0
 Tiguan Allspace,2019,32493,Automatic,6644,Petrol,145,30.7,2.0
 Tiguan Allspace,2019,32990,Automatic,8963,Diesel,145,39.2,2.0
 Tiguan Allspace,2019,31490,Automatic,8708,Petrol,145,30.7,2.0
 Tiguan Allspace,2019,35990,Automatic,5000,Diesel,145,34.9,2.0
 Tiguan Allspace,2019,29990,Semi-Auto,6515,Petrol,145,35.8,1.5
 Tiguan Allspace,2020,37490,Semi-Auto,3889,Diesel,145,38.7,2.0
 Golf SV,2017,12790,Semi-Auto,20847,Petrol,30,54.3,1.4
 Golf SV,2014,9495,Manual,38046,Petrol,30,55.4,1.4
 Golf SV,2015,8800,Manual,38152,Diesel,0,72.4,1.6
 Golf SV,2019,21790,Semi-Auto,2500,Petrol,145,42.8,1.5
 Golf SV,2018,17695,Manual,9848,Petrol,145,55.4,1.5
 Golf SV,2019,23998,Manual,10,Petrol,150,43.5,1.5
 Golf SV,2018,14690,Manual,13593,Petrol,145,55.4,1.5
 Golf SV,2019,20610,Automatic,5370,Diesel,145,50.4,2.0
 Golf SV,2019,19360,Semi-Auto,4401,Diesel,145,50.4,2.0
 Golf SV,2019,20610,Semi-Auto,5370,Diesel,145,50.4,2.0
 Golf SV,2019,19360,Semi-Auto,4401,Diesel,145,50.4,2.0
 Golf SV,2015,9995,Manual,50642,Diesel,30,65.7,2.0
 Golf SV,2018,13998,Semi-Auto,9612,Petrol,145,54.3,1.4
 Golf SV,2020,22995,Semi-Auto,1734,Diesel,150,50.4,1.6
 Golf SV,2017,12950,Manual,19231,Petrol,30,55.4,1.4
 Golf SV,2018,15990,Semi-Auto,26500,Petrol,145,54.3,1.5
 Golf SV,2019,23498,Semi-Auto,10,Diesel,145,52.3,2.0
 Golf SV,2019,21998,Semi-Auto,10,Petrol,145,42.8,1.5
 Golf SV,2019,23998,Semi-Auto,10,Diesel,145,50.4,2.0
 Golf SV,2018,14498,Manual,906,Petrol,145,56.5,1.0
 Golf SV,2019,22798,Manual,10,Petrol,145,43.5,1.5
 Golf SV,2018,17498,Semi-Auto,1303,Petrol,145,55.4,1.5
 Golf SV,2019,23998,Semi-Auto,9,Diesel,145,50.4,2.0
 Golf SV,2016,8695,Manual,48766,Diesel,0,72.4,1.6
 Golf SV,2016,10420,Manual,18150,Diesel,0,72.4,1.6
 Golf SV,2019,14998,Semi-Auto,19444,Diesel,145,52.3,1.6
 Golf SV,2016,10298,Manual,29441,Diesel,0,72.4,1.6
 Golf SV,2017,11495,Manual,15265,Diesel,145,70.6,1.6
 Golf SV,2019,22798,Manual,10,Petrol,145,43.5,1.5
 Golf SV,2019,15995,Manual,2506,Petrol,145,47.1,1.0
 Golf SV,2019,16995,Manual,1353,Petrol,145,47.1,1.0
 Golf SV,2019,23998,Semi-Auto,10,Diesel,145,50.4,2.0
 Golf SV,2019,21998,Semi-Auto,10,Petrol,145,42.8,1.5
 Golf SV,2017,11998,Manual,14562,Petrol,150,55.4,1.4
 Golf SV,2016,9898,Manual,29720,Diesel,0,72.4,1.6
 Golf SV,2018,16498,Manual,7207,Petrol,145,43.5,1.5
 Golf SV,2018,14998,Manual,7834,Petrol,145,55.4,1.5
 Golf SV,2019,17950,Manual,100,Petrol,145,0.3,1.0
 Golf SV,2017,15489,Semi-Auto,11635,Petrol,150,54.3,1.4
 Golf SV,2016,13489,Semi-Auto,15452,Petrol,30,54.3,1.4
 Golf SV,2019,17500,Manual,1379,Petrol,145,45.6,1.5
 Golf SV,2019,16998,Manual,2493,Petrol,145,45.6,1.5
 Golf SV,2016,11998,Manual,29497,Petrol,125,50.4,1.4
 Golf SV,2019,18298,Semi-Auto,3943,Petrol,145,42.2,1.5
 Golf SV,2017,10998,Manual,14277,Diesel,20,70.6,1.6
 Golf SV,2020,23495,Semi-Auto,99,Petrol,150,42.8,1.5
 Golf SV,2019,20995,Manual,99,Diesel,145,55.4,1.6
 Golf SV,2016,9890,Manual,25722,Diesel,0,72.4,1.6
 Golf SV,2018,14495,Manual,10090,Petrol,145,55.4,1.5
 Golf SV,2017,12995,Manual,14742,Petrol,30,55.4,1.4
 Golf SV,2019,20295,Manual,9999,Diesel,145,55.4,1.6
 Golf SV,2016,9000,Manual,51438,Diesel,0,72.4,1.6
 Golf SV,2017,12180,Semi-Auto,29145,Petrol,30,54.3,1.4
